Site,Structure,Root Code,SV,Saleable,Barcode,Description,Barcode Component,SV,Description Component,Quantity,Saleable
11252,42030,102768451,1,Y ,8851004475064,BPเทสโตแผ่นเรียบรสไข่เค็ม90ก*6 ,8851004475507,0,เทสโตเรียบไข่เค็มออริจินอล 90ก ,6,Y 
11252,42030,102893787,1,Y ,8850718712588,WBPเลย์สแตคส์ออริจินัล 42ก P6 ,8850718816071,0,เลย์สแตคส์ออริจินัล 42 กรัม ,6,Y 
11252,42030,102893788,1,Y ,8850718712571,WBPเลย์สแตคส์ซาวครีม 42ก P6 ,8850718816064,0,เลย์สแตคส์ซาวครีมหัวหอม 42กรัม ,6,Y 
11252,42030,102893789,1,Y ,8850718712564,WBPเลย์สแตคส์กุ้งมังกร42ก P6 ,8850718816057,0,เลย์สแตคส์กุ้งมังกร 42 กรัม ,6,Y 
11252,42030,102940449,1,Y ,48850309217162,WBPโรลเลอรเรียบจัมโบ้ชีส54กP12 ,8850309217157,0,โรลเลอร์โคสเตอร์จัมโบ้รสชีส ,12,Y 
11252,42030,102940449,2,N ,2001031790364,WBPโรลเลอร์โคสเตอร์ชีส50ก P3 ,8850309217157,0,โรลเลอร์โคสเตอร์จัมโบ้รสชีส ,3,Y 
11252,42030,103117581,1,Y ,8850718716166,WBPเลย์สแตคส์โนริสาหร่าย42กP6 ,8850718821754,0,เลย์ สแตคส์โนริสาหร่าย 42กรัม ,6,Y 
11252,42030,103127785,1,Y ,8851004498667,BPเทสโต ไข่เค็มสไปซี่ 90กรัม*6 ,8851004498674,0,เทสโต ไข่เค็มสไปซี่ 90กรัม ,6,Y 
11252,42030,103153308,1,Y ,8851004498575,เทสโตซกเนเจอรตมยำกุ้งนำข้น90*6 ,8851004498582,0,เทสโตซิกเนเจอต้มยำกุ้งนำข้น90ก ,6,Y 
11252,42030,103153309,1,Y ,8851004498551,เทสโตซกเนเจอรกระเพราพรกแหง90*6 ,8851004498568,0,เทสโตซิกเนเจอกะเพราพริกแห้ง90ก ,6,Y 
11252,42030,103168394,1,Y ,8851004498407,เทสโตซิกเนเจอรกุงเผาซีฟูด90ก*6 ,8851004498414,0,เทสโตซิกเนเจอรกุ้งเผาซีฟู้ด90ก ,6,Y 
11252,42050,100515388,1,N ,8990800203010,BPเมนทอสรสมิ้นท์37G.1X20(MP) ,8990800200019,0,ลูกอมเมนทอสรสมิ้นต์ 37G.(MP) ,20,Y 
11252,42050,100515389,1,N ,8990800203058,BPเมนทอสรสผลไม้37G.1X20(MP) ,8990800200057,0,ลูกอมเมนทอส รสผลไม้รวม 37G(MP) ,20,Y 
11252,42050,100615173,1,N ,8850338000980,WBPคลอเร็ทออริมิ้นต์ 14ก P12 ,8850338000973,0,คลอเร็ทเม็ดอมออริจินอล11.2ก. ,12,Y 
11252,42050,100650343,1,N ,2001020890136,อมยิ้มพุชป็อป 16/14 กรัม P12 ,8851096020012,0,พุชป๊อปอมยิ้มรวมรส14ก. ,12,Y 
11252,42050,100899565,1,N ,8990800014654,เมนทอสลูกอมซาวร์มิกซ์กลิ่นผลไม้ 37ก. แพค24 ,6921211102250,0,เมนทอสซาวร์มิกซ์37ก ,24,Y 
11252,42050,100958517,1,N ,8850305800056,WBPจินนี่ไมโครโฟน ลูกอม 5ก P12 ,8850305340057,0,จินนี่ไมโครโฟน5กรัม ,12,Y 
11252,42050,100961084,1,N ,8850338008399,BPฮอลล์เมนโท-ลิปตัส8เม็ดP18 ,8850338008382,0,ลูกอมฮอลล์เมนโท-ลิปตัส8เม็ด(M) ,18,N 
11252,42050,100961093,1,N ,8850338008429,BPฮอลล์น้ำผึ้งเลมอน8เม็ดP18 ,8850338008412,0,ลูกอมฮอลล์น้ำผึ้ง+เลมอน8เม็ด(M) ,18,Y 
11252,42050,100961410,1,Y ,8850360320018,สเตร็ปซิลเอชเอชอาร์ออเรนวิตามินซี8เม็ด แพค24 ,8850360320049,0,ลูกอมสเตร็ปซิล100HHR20.8G(MP) ,24,Y 
11252,42050,100961412,1,Y ,8850360310019,สเตร็ปซิลเอชเอชอาร์รสน้ำผึ้งมะนาว8เม็ด แพค24 ,8850360310040,0,ลูกอมสเตร็ปซิลน้ำผึ้งมะนาว20.8(MP) ,24,Y 
11252,42050,100961413,1,N ,8850360300010,สเตร็ปซิลเอชเอชอาร์รสออริจินัล 8เม็ด แพค24 ,8850360300041,0,ลูกอมสเต็ปซิลHHR20.8G(MP) ,24,N 
11252,42050,100961462,2,Y ,8850939520290,WBPฟิชเชอร์ฯชูกาฟรีสเปีย25กP24 ,50043224,0,ฟิชเชอแมนมินต์25G(P) ,24,Y 
11252,42050,100961463,1,N ,5000357103039,WBPฟิชเชอร์ฯชูกาฟรีมินท์25กP24 ,50043231,0,ฟิชเชอแมนซูการ์ฟรีมินต์25G (P) ,24,Y 
11252,42050,100964816,1,N ,8850338008450,BPฮอล์ลูกอมราสเบอรี่8เม็ดP18 ,8850338008443,0,ลูกอมฮอล์ราสเบอรี่8เม็ด(M) ,18,N 
11252,42050,100971137,1,N ,5000357103046,WBPฟิชเชอร์ฯชูกาฟรีแมนดา25กP24 ,50043217,0,ฟิชเชอร์แมนสไปซี่แมนดาริน25G (P) ,24,Y 
11252,42050,100997926,1,N ,6914973600379,WBPสนิกเกอร์สช็อกโกแลต 51ก P24 ,6914973600362,0,ช็อกสนิกเกอร์51G. ,24,Y 
11252,42050,101009059,1,N ,8850360330017,สเตร็ปซิลเอชเอชอาร์รสคูล 8เม็ด แพค24 ,8850360330024,0,สเตร็ปซิลคูลเอชเอชอาร์20.8กรัม(P) ,24,N 
11252,42050,101063850,1,N ,5000357104234,WBPฟิชเชอร์ฯชูกาฟรีเชอรี25กP24 ,50084425,0,ฟิชเชอร์แมนเชอร์รี่ 22ก ,24,Y 
11252,42050,101677829,1,N ,7500443002461,BPบอนโอบอนช็อกโกแลต14กP.30 ,7790580317430,0,บอนโอบอนช็อกโกแลต14ก ,30,Y 
11252,42050,101963787,1,N ,5000357650458,WBPฟิชเชอร์ชูกาฟรีซีตรัส25กP24 ,50390168,0,ฟิชเชอร์ลูกอมแมนซิตรัส25ก ,24,Y 
11252,42050,102151590,2,N ,8851393000199,WBPเอ็ม&เอ็มชอคพีนัท14.5กP20 ,6914973603547,0,เอ็มแอนด์เอ็ม พีนัท 14.5 กรัม ,20,N 
11252,42050,102197143,1,Y ,8691216018921,WBPฮาริโบ้โกลด์แบร์ส 20ก.P16 ,8691216018891,0,วุ้นเจลาตินฮาริโบ้รูปหมี 20ก ,12,Y 
11252,42050,102243791,1,N ,8850338009501,WBPฮอลล์เอ็กซ์เอสไลม์12.6ก P12 ,8850338009440,0,ฮอลล์เอ็กซ์เอสไลม์12ก. ,12,N 
11252,42050,102243792,1,N ,8850338009518,WBPฮอลล์เอ็กซ์เอสแตงโม12.6กP12 ,8850338009839,0,ฮอลล์เอ็กซ์เอสวอเตอร์เมลอน12ก. ,12,Y 
11252,42050,102243793,1,N ,8850338009563,WBPฮอลล์XS เมนโทลิบตัส12.6กP12 ,8850338009471,0,ฮอลล์เอ็กซ์เอสเมนโทลิบตัส12ก. ,12,Y 
11252,42050,102353108,1,N ,8850507400702,WBPม้าบินลูกอมของเล่น24กP12 ,8850507000704,0,ม้าบินขนมแถมของเล่น24G ,12,Y 
11252,42050,102402729,1,N ,6914973606272,WBPสนิกเกอร์สสติ๊ก 21.5ก P24 ,6914973606265,0,สนิกเกอรส์ 21.5 กรัม ,24,N 
11252,42050,102419480,1,N ,7500443001778,BPบอนโอบอนคุกกี้แอนครีม14ก.P30 ,7500443001785,0,บอนโอบอนช็อกฯคุกกี้&ครีม14G ,30,Y 
11252,42050,102482074,1,N ,8850507301559,WBPคฑาลูกอมผลไม้2.5ก P6 ,8850507001558,0,นิ้วกระดิก ,6,Y 
11252,42050,102516234,1,N ,8850338019050,WBPฮอลล์XSมิกเบอร์รี่13.8ก P12 ,8850338019029,0,ฮอลล์เอ็กซ์เอสมิกซ์เบอร์รี12ก. ,12,Y 
11252,42050,102560754,1,N ,8850338021770,BPฮอลล์มิกซ์เบอร์รีแผง8เม็ดP18 ,8850338021763,0,ฮอลล์กลิ่นมิกซ์เบอร์รีแผง22.4ก ,18,N 
11252,42050,102569745,1,N ,8850338021336,BPฮอลล์XS บลูเบอร์รี่12.6ก.P12 ,8850338021329,0,ฮอลล์เอ็กซ์เอสบลูเบอร์รี12ก. ,12,Y 
11252,42050,102682813,1,Y ,2001028339866,ไบตี้มินิพุดดิ้ง 375ก P30 ,8858731201164,0,BITEEมินิพุดดิ้งกลิ่นผลไม้300 ,30,Y 
11252,42050,102682814,1,Y ,2001028339828,ไบตี้มินิเจลลี่ 375ก P30 ,8858731201171,0,BITEEมินิเจลลี่กลิ่นผลไม้300ก ,30,Y 
11252,42050,102700545,1,N ,8888235996181,BPจัสติกลีกริงป๊อป10ก.P24 ,8888235906180,0,จัสติกลีกริงป๊อป10ก. ,24,N 
11252,42050,102700546,2,N ,8888235807692,BPบาร์บี้อมยิ้มไดมอนด์10ก.P12 ,8888235807647,0,บาร์บี้อมยิ้มไดมอนด์10ก. ,12,N 
11252,42050,102700554,1,N ,686464824200,WBPคิดส์มาเนียชอมพ์17กP12 ,686464824002,0,คิดส์มาเนียเกเตอร์ชอมพ์17ก. ,12,Y 
11252,42050,102700555,1,N ,686464202619,WBPคิดส์มาเนียแก๊สปั๊ม13ก.P12 ,686464102612,0,คิดส์มาเนียแก๊สปั้ม13ก. ,12,Y 
11252,42050,102728145,1,N ,686464552202,WBPบาร์บี้โชว์อมยิ้มสตรอ11กP12 ,686464552004,0,บาร์บี้โชว์อมยิ้ม 11 กรัม ,12,Y 
11252,42050,102759194,1,N ,7500443004168,BPบอนโอบอนช็อกสตรอ15ก.P30 ,7500443004144,0,บอนโอบอนช็อกสตรอ15กรัม ,24,Y 
11252,42050,102794933,1,N ,8859589700151,WBPมินมินรสแตงโม 14ก P12 ,8859589700052,0,ลูกอมมินมินกลิ่นเฟรชแตงโม14ก ,12,Y 
11252,42050,102811680,1,Y ,8850338007668,BPฮอลล์เฟรชไลม์แท่ง 9ม.27.9P20 ,8850338007644,0,ฮอลล์เฟรชไลม์แท่ง 9ม.27.9ก ,20,Y 
11252,42050,102812084,1,N ,8850425007618,EURO MILDY MARSHMALLOW 18G PACK ,8850425007601,0,EURO MILDY MARSHMALLOW 18G ,12,Y 
11252,42050,102821938,1,N ,8858943103010,WBPนูริชเมทสตรอพีช 150ก P6 ,8858943100019,0,นูริชเมทรสสตรอเบอรี่พีช180ก ,6,Y 
11252,42050,102821939,1,N ,8858943103034,BPนูริชเมทแอปเปิ้ล150กP6 ,8858943100033,0,นูริชเมทรสแอปเปิ้ล180ก ,6,N 
11252,42050,102870039,1,N ,8850338032745,WBPฮอลล์XSเรดบูล 13.8ก P12 ,8850338032752,0,ฮอลล์เอ็กซ์เอสเรดบูลกล่อง13.8ก ,12,Y 
11252,42050,102874743,1,N ,8888235997867,WBPทอยสคาสเซิลพูลแบ็ควีล5กP12 ,8888235907866,0,ทอยส์คาสเซิลพูลแบ็ควีลซีรีส์5ก ,12,N 
11252,42050,102874744,1,N ,686464615204,WBPคิดส์มาเนียชาร์คลูกอม17กP12 ,686464615006,0,คิดส์มาเนียชาร์คไบท์ลูกอม17ก ,12,Y 
11252,42050,102874745,1,Y ,8888235690843,WBPวีแบร์แบร์โชว์ลูกอม11กP12 ,8888235600842,0,วีแบร์แบร์ โชว์ ลูกอม 11 กรัม ,12,N 
11252,42050,102874746,1,N ,8888235098144,WBPทอยส์วอเตอร์ลูกอม20กP12 ,8888235008143,0,ทอยส์คาสเซิลวอเตอร์กันลูกอม20ก ,12,Y 
11252,42050,102874747,1,Y ,8888235098069,WBPทอยสวอเตอร์กันลูกอม20กP12 ,8888235008068,0,ทอยส์คาสเซิลคอปเตอร์ลูกอม7ก ,12,Y 
11252,42050,102874748,1,Y ,8888235992022,WBPทอยส์เบลนเดอร์ลูกอม20กP12 ,8888235902021,0,ทอยส์คาสเซิลเบลนเดอร์ลูกอม20ก ,12,Y 
11252,42050,102874749,1,Y ,8888235997270,WBPทอยส์แพนด้า&เฟรนด์12กP12 ,8888235907279,0,TCSเคนทอยส์แพนด้า&เฟรนด์12ก ,12,Y 
11252,42050,102874750,1,N ,8850507401327,WBPนกหวีดปลาวาฬลูกอม2.5กP12 ,8850507001329,0,นกหวีดปลาวาฬและลูกอม 2.5 กรัม ,12,Y 
11252,42050,102874751,1,N ,8850507301481,WBPโจ๊กเกอร์&ลูกอม2.5กP6 ,8850507001480,0,โจ๊กเกอร์และลูกอม 2.5 กรัม ,6,Y 
11252,42050,102874794,1,Y ,8888235098205,WBPทอยส์เบิร์ดพาราไดซ์12กP12 ,8888235008204,0,TCSเคนทอยส์เบิร์ดพาราไดซ์12ก ,12,Y 
11252,42050,102874795,1,Y ,8888235098250,WBPทอยส์ซาฟารีลูกอม12กP12 ,8888235008259,0,ทอยส์คาสเซิลเคนทอยส์ซาฟารี12ก ,12,Y 
11252,42050,102874796,1,Y ,8888235098212,WBPทอยส์ซีเวิลด์ 12ก P12 ,8888235008211,0,ทอยส์คาสเซิลซีเวิลด์ 12ก ,12,Y 
11252,42050,102874797,1,Y ,8888235098229,WBPทอยส์สวีททรัค25กP12 ,8888235008228,0,ทอยส์คาสเซิล สวีป ทรัค25ก ,12,N 
11252,42050,102933220,1,N ,8850338035500,WBPฮอลล์XSดาร์กเชอร์รี12.6กP12 ,8850338035517,0,ฮอลล์เอ็กซ์เอสดาร์กเชอร์รี12.6 ,12,N 
11252,42050,102947868,1,N ,8858943103058,WBPนูริชเมทเยลลีบุกฝรั่ง150กP6 ,8858943100057,0,นูริชเมทเยลลี่บุกรสฝรั่งชมพู ,6,N 
11252,42050,102952334,1,N ,8888235691093,BPลูนี่ย์ตูนส์อมยิ้ม22กP12 ,8888235601092,0,ลูนี่ย์ตูนส์อมยิ้มแคนดี้22กรัม ,12,Y 
11252,42050,102952335,1,N ,8888235098489,BPจัสติกลีกโชว์อมยิ้ม11ก.P12 ,8888235008488,0,จัสติกลีกโชว์อมยิ้ม11ก. ,12,Y 
11252,42050,103009019,1,N ,7622201755645,WBPฮอลล์เอ็กซ์เอสเมนโท12.6กP12 ,7622201755652,0,ฮอลล์เอ็กซ์เอสฟรีซเมนโท12.6ก. ,12,N 
